Name,SMILES
ab_enamine138,Cc1ccc(NC(=O)C2(CC2)C(=O)O)cc1NS(=O)(=O)C
ab_enamine139,CC(C)(C)C(NS(=O)(=O)C)C(=O)N1CCCC(CCC(=O)O)C1
ab_enamine140,COCc1ccccc1CS(=O)(=O)N[C@H]1C[C@H](C1)C(=O)O
ab_enamine141,Cn1cc(CC(CNS(=O)(=O)c2cccc3OCOc23)C(=O)O)cn1
ab_enamine142,CC(C)n1cc(cn1)S(=O)(=O)Nc1cccc(CC(=O)O)c1
ab_enamine143,Cc1ccc(cc1)S(=O)(=O)NCCN1CCN(CC1)C(=O)[C@@H]1C[C@H]1C(=O)O
ab_enamine144,NS(=O)(=O)c1ccc(CNC(=O)[C@@H]2CC[C@@H](C2)C(=O)O)cc1
ab_enamine145,OC(=O)c1cc(O)cc(NS(=O)(=O)N2CCCCC2)c1
ab_enamine146,OC(=O)Cc1ccc(NS(=O)(=O)c2cnn(CC3CC3)c2)cc1
ab_enamine147,CC(NS(=O)(=O)c1cnn(CC(=O)O)c1)C1CCC(F)CC1
ab_enamine148,Cn1nc(cc1S(=O)(=O)NCC1(CCOCC1)C(=O)O)C(F)(F)F
ab_enamine149,OCCNc1ccc(cc1NS(=O)(=O)c1ccc(F)c(c1)C(=O)O)[N+](=O)[O-]
ab_enamine150,CC(CNS(=O)(=O)c1cn(C)nc1C(F)(F)F)C(=O)O
ab_enamine151,CC(C)C(CNS(=O)(=O)c1ccc(cc1)C(=O)N)C(=O)O
ab_enamine152,CCn1nc(C)c(c1C)S(=O)(=O)NC1(CN)CCOCC1
ab_enamine153,Cc1ccc(C)c(c1)S(=O)(=O)NCCN1CC(CC1=O)C(=O)O
ab_enamine154,COc1ccc(CC(=O)O)cc1S(=O)(=O)Nc1ccc2[nH]c(=O)n(C)c2c1
ab_enamine155,NS(=O)(=O)c1cccc(c1)S(=O)(=O)Nc1ccc(F)c(c1)C(=O)O
ab_enamine156,OC(=O)CCC(=O)c1ccc(cc1)S(=O)(=O)Nc1cc2CCCCn2n1
ab_enamine157,CN1CCCC1C1CCCN1C(=O)CCNS(=O)(=O)C
ab_enamine158,COc1ccc(c(CC(=O)O)c1)S(=O)(=O)NCc1cc(C)on1
ab_enamine159,Cc1cc(ccc1[N+](=O)[O-])S(=O)(=O)NCC(C)(CO)CC(=O)O
